,text,likes,timestamp,Language,sentiment,overall_sentiment
454,congress insult north east neglected region result formation large number militant organization present problem manipur result long congress misrule,295,08-08-2023,en,-0.8442,negative
455,war zone armalite rifle roam manipur police order target,77,08-08-2023,en,-0.5994,negative
456,beauty manipur lie diversity unity force oppression violence tear,1096,08-08-2023,en,-0.0772,negative
457,lie spread public domain manipur internet ban proxy server spread lie advantage imphal valley access internet lie counter,0,08-09-2023,en,-0.3818,negative
458,file 9th assam rifle personnel block road parking casspir vehicle middle kwakta phoijang road prevent manipur police reinforcement require fight act ar provide,113,08-08-2023,en,-0.6597,negative
459,uccமணபபர வவகரம அவழம மரம மடசசகள bjp kolakala srinivas speech ucc manipur watch chanakyaainwatchmzhmfb 5yt,10,08-08-2023,sw,0.0,neutral
460,today rahul gandhi ji raise voice manipur reside relief camp woman manipur parade interacted suspension period raise voice truck driver delhi university,2383,08-08-2023,en,0.4767,positive
461,hear word extermination annihilation open word street manipur haryana author arundhati roy scrollinvideo ica,129,08-08-2023,en,0.0,neutral
462,bjp mps north east deny situation manipur congress deputy leader loksabha ji foul mouthed nishikant dubey allow mp north east speak,1900,08-08-2023,en,-0.128,negative
463,manipur అలలరలనకకకలన పచ పషచ ద కగరస govtvote bank kosam,0,08-09-2023,te,0.0,neutral
464,side manipur meitei mobs loot sophisticated weapon brandish openly full public view fear law hand operation carry kukizo hill defend country make gun save,138,08-08-2023,en,0.4939,positive
465,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2436,08-08-2023,en,-0.7579,negative
466,team nation watch ground situation particular report capital city imphal valley target community living presence town anymore kill,1089,08-05-2023,en,-0.6908,negative
467,hug modi parliament instance false facade call modi expose nation weakling time demolish fully god speed ahead mate nation manipur manipur,0,08-09-2023,en,0.3804,positive
468,opposition bloc india force bring noconfidence motion government break prime minister narendra modis vow silence manipur government talk india create manipur live hill,11,08-09-2023,en,0.2732,neutral
469,pm modi manipur land love spread hatred,2475,08-06-2023,en,0.0,neutral
470,hemam nilamani singh give family house ina descendant live house recently convert museum notable descendant present indian football goalkeeper moirangthem dheeraj singh freedom fighter nilamanis greatgrandson,6,08-08-2023,en,0.7003,positive
471,honble congress mp feeling temple burn sympathise emotional trauma church burn press conference hold aicc hq july visit,21,08-08-2023,en,-0.1779,negative
472,manipur case p chidambaram demand president rule manipur pipedvideoshortsbwavdz 5yt,1,08-09-2023,en,-0.128,negative
473,director india council historical research ichr freedom fighter manipur name kukis name fight bravely mother land uneducated kukis refugee,1083,18-05-2023,en,0.7579,positive
474,register manipur govt act video birens manipur govt act I m pretty start I m interested ridiculous excuse,383,31-07-2023,en,0.5719,positive
475,valleybase group militant wage war india past year major amit bansal geopolitic geostrategic expert real terrorist group manipur antinational group video mention,264,08-08-2023,en,-0.8625,negative
476,tou gunde marpit gundagardi utaru pahle htyare htya sardar ram naam shlogan dena bhulte drishya paida krke manipur bahu betio izzat khilwad krke publicly nanga ghumaya,0,08-09-2023,id,0.0,neutral
477,kuki kill meiteis kill attack kuki village slaughter brutally flee meiteis flee manipur cell fake video myanmar expose world meitei state police,37,08-07-2023,et,-0.969,negative
478,vice president india rajya sabha chairman bjp leader manipur issue discuss parliament vp country upset word manipur floor,2996,08-08-2023,en,-0.3818,negative
479,bjps doubleengine govts police manipur obstruct assam rifle central paramilitary force job accuse support minority bjp cell support central force biren singh police,2157,08-05-2023,en,0.5574,positive
481,video move motion noconfidence motion speak manipur issue parliament congress bjp manipur mp talk situation state parliament show bjp ignore,788,08-08-2023,en,-0.3612,negative
482,bjp mps north east deny situation manipur congress deputy leader loksabha ji foul mouthed nishikant dubey allow mp north east speak,1901,08-08-2023,en,-0.128,negative
483,confidence motion debate manipur awareness level average journalist,2375,08-08-2023,fr,0.5106,positive
484,move noconfidence motion speak manipur issue parliament congress bjp manipur mp talk situation state show bjp ignore manipur congress mp,299,08-08-2023,en,-0.3612,negative
485,day talk n kill everyday happen,39,08-08-2023,tr,-0.6908,negative
486,manipur state force tribals bullet kuki militant caption meitei whatsapp status pose ammunition belt full automatic weapon ammunition state sponsor terrorism manipur state force,156,08-08-2023,en,-0.7783,negative
487,manipur muslims drag turmoil meiteis propaganda mosque kwakta turn fortified bunker meiteis state forcescommando muslim community slowly forcibly drag join war mosque,892,08-08-2023,en,-0.8402,negative
488,confidence motion debate manipur awareness level average journalist,2376,08-08-2023,fr,0.5106,positive
489,unprecedented manipur police file paramilitary force happen bjps regime choose bjp expect chaos anarchy,92,08-08-2023,en,-0.5719,negative
490,wow accountability roam freely openly arm loot state valley valley armory leave loot manipur guess loot,543,08-08-2023,en,0.7579,positive
491,biren pick grass arse football pitch tribal kuki zo society long rich history manipur long birens fascist bjp politic long rich history leave politic,305,08-07-2023,en,0.5267,positive
492,congress insult north east neglected region result formation large number militant organization present problem manipur result long congress misrule,296,08-08-2023,en,-0.8442,negative
493,manipur case p chidambaram demand president rule manipur pipedvideoshortsbwavdz 5yt,2,08-09-2023,en,-0.128,negative
494,vice president india rajya sabha chairman bjp leader manipur issue discuss parliament vp country upset word manipur floor,2998,08-08-2023,en,-0.3818,negative
495,prashant bhushan catch spread fake news amid manipur unrest call dehraduni singer father manipuri kuki meiti detail opindiacom 202308prashant,1032,08-08-2023,en,-0.4767,negative
496,bjp mp manipur allow speak parliament today congress mp gaurav gogoi,2049,08-08-2023,en,0.2263,neutral
497,vice president india rajya sabha chairman bjp leader manipur issue discuss parliament vp country upset word manipur floor,2999,08-08-2023,en,-0.3818,negative
498,kukizo live matter,142,08-07-2023,fi,0.0258,neutral
499,arey munh khol laawaris pyar sanki paagal paagal banata chahta zindagi cheez paisa pm bolne loge,87,08-08-2023,tl,0.0,neutral
500,feather narendra modis cap issue handle manipur manipur police fire assam rifle,223,08-08-2023,en,-0.34,negative
501,extremely charge indeed shield kuki militant block manipur police job warrant fullfledge investigation court martial assam rifle answer chinkuki,174,08-08-2023,en,-0.4404,negative
502,set reminder upcoming space ur donate raise fund fund link comment contact donateparticipate xcomispace 1owxwwnblymxq,17,08-07-2023,en,0.0,neutral
503,narrative flow double engined bjp centre n state hide actual fact mineral mining crony manipur ultimate aim,0,08-09-2023,en,-0.1779,negative
504,manipur incident trs government u answer rule alcohol orphan girl home work stop monster rip dress naked min road jawahar nagar hyderabad,692,08-08-2023,en,-0.296,negative
505,effectively amit shah miserably fail control situation manipur,3,08-08-2023,en,-0.5719,negative
506,wish joyous birthday pride manipur india wishes surround continue thrive achieve great success day happy birthday,52,08-08-2023,en,0.9694,positive
507,spell manipur dai,0,08-09-2023,it,0.0,neutral
508,job firing citizen openly claim duty waaa manipur police openly fire civilian,0,08-09-2023,en,-0.5859,negative
509,bjp mp manipur allow speak parliament today congress mp gaurav gogoi,2050,08-08-2023,en,0.2263,neutral
510,n,32,24-07-2023,tl,0.0,neutral
511,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2437,08-08-2023,en,-0.7579,negative
512,𝘾𝙤𝙣𝙩𝙞𝙣𝙪𝙚 𝙩𝙤 𝙗𝙚 𝙁𝙖𝙞𝙧 𝙩𝙤 𝙖𝙡𝙡 𝙁𝙚𝙖𝙧 𝙉𝙤𝙣𝙚 message rank deploy restore peace normalcy,829,08-08-2023,en,0.6908,positive
513,beauty manipur lie diversity unity force oppression violence tear,1099,08-08-2023,en,-0.0772,negative
514,meiteis accuse tribal separatist antinational separatist meiteis burn indian flag antinational,364,08-07-2023,en,-0.2023,negative
515,supreme court pass direction manipur crisis top court hear multiple petition outbreak violence manipur bench chief justice india cji dy chandrachud justice jb pardiwala manoj misra affirm,203,08-08-2023,en,0.4588,positive
516,𝗥𝗘𝗦𝗧𝗢𝗥𝗘 𝗔𝗙𝗦𝗣𝗔 indian army treat jawan indian army push state force unlike state force they re work day night selflessly bring back normalcy manipur work hard,421,08-08-2023,en,0.3182,neutral
517,manipur violence supreme court appoint officer monitor cbi investigation include officer state sit livelawintopstoriesbreak livelawintopstoriesbreak,116,08-07-2023,en,-0.128,negative
519,vice president india rajya sabha chairman bjp leader manipur issue discuss parliament vp country upset word manipur floor,3001,08-08-2023,en,-0.3818,negative
520,explain mother son rape helpless girl evil leadership curse guilty punish organisation allow reclaim lose glory,712,08-06-2023,en,-0.9643,negative
521,,14,08-07-2023,,0.0,neutral
522,bet single person raise voice manipur speak,76,08-08-2023,fr,0.0,neutral
523,dangerous happen manipur tribal war sikh riot innocent kill real danger pm modi win seat unfortunately opposition leader challenge pm modi accept,0,08-09-2023,en,-0.9186,negative
524,modi pest indian society recent event what s happen manipur haryana horrendous usfrancecanadian govtetc inappropriate condemn modi result ordinary ppl indiasuffere encourage bjp govt,0,08-09-2023,en,-0.4767,negative
525,incredibly distressing debut parliament session regard concern pm modi bjp manipur pm parrot beti bachao rajya sabha single day speak issue despite notice issue,2138,08-08-2023,en,-0.4576,negative
526,hindustantimescomindianew police file undr op control police armoury raid arm ammo regularly insurgentspolice handed lady mobthey file agnst force decoration,27,08-08-2023,en,0.0,neutral
527,question pm modi pm modi visit manipur till date pm modi day speak manipur pm modi sack cm manipur till date,1137,08-08-2023,it,0.0,neutral
528,understand despite amit shah stay night manipur meeting manipur day make call cm manipur leader time day,5,08-08-2023,en,0.0,neutral
529,video poppy plantation assam riffle camp oroan top sajik tampak manipur location googlmapsdz 97uirb9aqsgqh4,100,08-08-2023,en,0.2023,neutral
530,young woman brutally rape murder family goodbye body victim morgue speak inconsolable parent victim full report pipedvideohtweqx 5qto,741,08-04-2023,en,-0.9559,negative
532,mr living pastmessage today ukraine manipur china border issue waste time,0,08-09-2023,en,-0.4215,negative
533,york indian christians prayer vigil front united nations modi regime reign continue attack kukizo tribal christians manipur,633,08-08-2023,en,-0.0772,negative
534,education dept direct varsity extend admission deadline manipur student toiinekzbcaa 24gk,0,08-09-2023,en,0.1779,neutral
535,single word manipur,0,08-09-2023,en,0.0,neutral
536,meitei hindu start attack muslims muslim help christian kukis attack hindus muslim face attack armed hindus support police government hindu kill christians,177,08-08-2023,en,-0.8625,negative
537,𝘾𝙤𝙣𝙩𝙞𝙣𝙪𝙚 𝙩𝙤 𝙗𝙚 𝙁𝙖𝙞𝙧 𝙩𝙤 𝙖𝙡𝙡 𝙁𝙚𝙖𝙧 𝙉𝙤𝙣𝙚 message rank deploy restore peace normalcy,830,08-08-2023,en,0.6908,positive
538,mosque frontline manipur ethnic conflict turn bunker meitei arm group police commando I m aware respect holy place remind worship place warzone,384,08-08-2023,en,0.4588,positive
539,pangal affiliated meitei,0,08-09-2023,en,0.0,neutral
540,black sheep society kukis consider indians admit guest india india manipur native land guest learn live guest respect law india indigenous community manipur,111,31-05-2023,en,0.5994,positive
541,crystal clear intention kuki militant kill manipur let join fight enemy,22,08-08-2023,fi,-0.7906,negative
542,world war ii moirang town manipur hq indian national army ina col shaukat malik hoist tricolour time indian soil april moirang manipuris shri mairembam koireng singh meitei,38,08-08-2023,en,-0.5994,negative
543,manipur muslims drag turmoil meiteis propaganda mosque kwakta turn fortified bunker meiteis state forcescommando muslim community slowly forcibly drag join war mosque,893,08-08-2023,en,-0.8402,negative
544,dear supreme station masterwhat time train manipur,15438,08-07-2023,en,0.7351,positive
546,confidence motion debate manipur awareness level average journalist,2378,08-08-2023,fr,0.5106,positive
547,bjp mp manipur allow speak parliament today congress mp gaurav gogoi,2051,08-08-2023,en,0.2263,neutral
548,vice president india rajya sabha chairman bjp leader manipur issue discuss parliament vp country upset word manipur floor,3003,08-08-2023,en,-0.3818,negative
549,today situation woman justify rape woman man rape woman manipur nation manipur witness kind ethnic cleansingthe centre complicit state partisan security force,214,08-08-2023,en,-0.6808,negative
550,sc stay rahul gandhis defamation conviction back parliament full video link pipedvideobezwsxrpxg,1,08-07-2023,en,0.0,neutral
551,congress insult north east neglected region result formation large number militant organization present problem manipur result long congress misrule,298,08-08-2023,en,-0.8442,negative
552,biren mr yamben biren cm manipur claim government exile october london remind secessionist cloak dagger stuff,277,08-08-2023,en,0.0,neutral
553,video expose manipur police commando meitei arm group sinister design pitch muslims kukizo masjid bunker kwata bisnupur district,454,08-08-2023,en,-0.6705,negative
554,manipur state force attack kukizo village volunteer central govt give arm ammunition kukizo village volunteer protect live land meitei terrorist manipur state force attack,1,08-08-2023,en,-0.8519,negative
556,manipur state police file case central force assam rifle allegedly obstruct search operation wonder antinational force,128,08-08-2023,en,0.0,neutral
557,photo incident manipur viral video place opposition delegation visit state july ahead monsoon session photoop opposition talk crime woman rajasthan independent mp,925,08-08-2023,en,-0.5423,negative
558,total chaos deliberately mislead lie reign official version government submit supreme court case rape case murder register july official statement remind gujarat,244,08-08-2023,en,-0.8885,negative
559,thefrontiermanipurcomlocki,0,08-09-2023,en,0.0,neutral
560,watch press conference elaborate extensively cong betray north east particularly reference current situation manipur,818,08-08-2023,en,-0.6369,negative
561,confidence motion debate manipur awareness level average journalist,2381,08-08-2023,fr,0.5106,positive
562,bjp mp manipur allow speak parliament today congress mp gaurav gogoi,2052,08-08-2023,en,0.2263,neutral
563,gaurav gogoi pose question pm modi inaction manipur sansad tv begin list government scheme sector success ticker read india ayurvedic herbal medicine export newslaundrycom 8n,715,08-08-2023,en,0.4019,positive
564,assam rifle old paramilitary force operational control army woman manipur check card central force block movement,260,08-08-2023,en,-0.4404,negative
565,today hope take note parent wait bring home dead family girl car wash employee rape torture kill body imphal morgue month full report pipedvideowatchvhtweqx,549,08-07-2023,en,-0.9493,negative
566,meiteicentric manipur government attempt silence dissent free speech block internet day consistently target twitter account speak include itlfs account strengthen resolve,206,08-08-2023,en,0.6486,positive
567,fan clue bjp luvs allege sex predator gogoi invite rs brij bhushan bail uncontested bilkiss sanatni rapist release kathua rally favr asifas rapist ramrahim rptd parole manipur molester arrest mnth miss,3,08-08-2023,en,-0.9349,negative
568,himanta biswa sarma expose congress manipur wrong policy adopt congress party formative year today northeastern state resolve dispute exist region time we ve attain freedom,973,08-08-2023,en,0.5859,positive
569,fake nationalism frame minority antinational happen muslimswith kukis truth arambam samarendra meitei launch unlf manipur nov founder president kalalung kamei naga thankhopao singsit kuki,105,08-08-2023,en,-0.2023,negative
570,double engine fekū handle show snipier manipur distortion map encourage bj party 1000s instance zero arrest remember cong rule big offense nationalist scam saffron scam,16,08-08-2023,en,-0.7003,negative
571,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2053,08-08-2023,en,-0.7579,negative
572,bjp manipur toe line promeitei narrative diligently perform duty wrongly implicate side cross buffer zone central sfs include ar,191,08-08-2023,en,0.0,neutral
573,visual gujarati chowkidaar chor run away manipur parliament capture chandrayaan,481,08-07-2023,en,0.0,neutral
574,reason tribal hill area comprise percent land manipur pocket habitable human fit extensive economic activity pic elevation map manipur,136,13-07-2023,en,0.3612,positive
575,state security force police village 3rd manipur police escort rioter plain sight kangvai video speak,583,30-07-2023,en,0.34,neutral
576,hostile cia propaganda,0,08-09-2023,pt,-0.5574,negative
577,vice president india rajya sabha chairman bjp leader manipur issue discuss parliament vp country upset word manipur floor,3005,08-08-2023,en,-0.3818,negative
578,viral video teen missing month deserve attention,2,08-08-2023,en,-0.296,negative
579,shock insight drug cartel perpetrate violence manipur india flooding street drug,321,08-03-2023,en,-0.7717,negative
580,school reopen aug school manipur welcome back student class ix xii school exempt announcement make education directorate manipur detail instagramcompcvrt 6svnkwz,0,08-09-2023,en,0.5267,positive
581,unflinche confidence indian government break back bone narcotic business manipur political militant foreign player alternate afghanistan face heat manipur grow economically,2784,08-08-2023,en,0.5106,positive
582,ncp lok sabha mp supriya sule loksabha big achievement bjp lead central government year topple different state government karnataka madhya pradesh arunachal pradesh uttarakhand manipur meghalaya goa puducherry maharashtra,1532,08-08-2023,en,0.0,neutral
583,take instruction herd crap coward escape manipur nuh sponsored bjp,35,08-08-2023,en,-0.5994,negative
584,treasury bench def govt ncm manipur sonia chalisa tumari aukat criticise call india traitor nda partner question,0,08-09-2023,it,-0.2732,negative
585,total chaos deliberately mislead lie reign official version government submit supreme court case rape case murder register july official statement remind gujarat,245,08-08-2023,en,-0.8885,negative
586,manipur prohibit indian democracy derek obrien sir point order chair what s point order derek obrien ready discussion chair suspend,1022,08-08-2023,en,0.0516,neutral
587,manipur govt find hobby twitter compel withhold original tweet response valid legal demand court order mean twitter withhold content base local law response report file specific support intake channel,437,08-08-2023,en,0.6124,positive
588,manipur police file assam rifle allegedly stop cop chase arrest suspect insurgent allegedly kill include father son bishnupur district assam rifle replace cprf key checkpoint,63,08-08-2023,en,-0.8885,negative
590,congress insult north east neglected region result formation large number militant organization present problem manipur result long congress misrule,300,08-08-2023,en,-0.8442,negative
591,confidence motion debate manipur awareness level average journalist,2385,08-08-2023,fr,0.5106,positive
592,pipedvideootaxcggvft oil palm cultivation mou angle godrej gom relation manipur conflict investigate avatar gross human right violation corporation,130,27-07-2023,en,-0.8225,negative
593,manipur,0,08-09-2023,id,0.0,neutral
594,video bjp topple state government year arunachal uttarakhand manipur meghalaya karnataka goa madhya pradesh puducherry maharashtra ncp mp lok sabha source party,1327,08-08-2023,id,0.4019,positive
595,prashant bhushan catch spread fake news amid manipur unrest call dehraduni singer father manipuri kuki meiti detail opindiacom 202308prashant,346,08-08-2023,en,-0.4767,negative
596,human learn back holocaust happen happen bilkis happen hatharas happen manipur haryana happen speak sm fck stop,18,08-08-2023,en,-0.296,negative
597,hear personal criticism policy criticism lack governance criticism remorse people criticism blatant shameless boycott wrestler lack empathy woman he s miss,5,08-08-2023,en,-0.9666,negative
598,himanta biswa sarma expose congress manipur wrong policy adopt congress party formative year today northeastern state resolve dispute exist region time we ve attain freedom,974,08-08-2023,en,0.5859,positive
599,message clarify question kuki demon cross buffer zone घर म घस क मर ar stop manipur police perform duty,31,08-08-2023,en,-0.296,negative
600,pls listen wat naga mother kukis long lamlongei torbung bangla protest burial illegal immigrant manipur hats u ema,450,08-03-2023,tl,-0.6486,negative
601,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2438,08-08-2023,en,-0.7579,negative
602,former asp manipur thounojambbrinda make detailed sensational allegation affidavit manipur cm biren singh involve drug cartel manipur watch interview karan thapar pipedvideok 0rzn3dq51w,2739,08-07-2023,en,0.0,neutral
603,register link registration docsgooglecomformsde 1f,10,08-08-2023,da,0.0,neutral
604,level surpass expectation evolve psychological manipulation neutral party coerce participate conflict sad learn mosque kwakta repurpose bunker,247,08-08-2023,en,-0.5994,negative
605,unsung hero pay tribute kuki freedom fighter lunngam kuki chandel manipur lunngam kuki hail bongmol village chandel district cid ina indian national army special emissary bring message appeal leader,418,08-08-2023,en,0.9001,positive
606,mark share photo wear handwoven manipuri phanek enaphi temple design eventsacc national handloom census 2000handloom womenwoman manipur continue weave,101,08-07-2023,en,0.296,neutral
607,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2439,08-08-2023,en,-0.7579,negative
608,roam freely front loot gun police station action,76,08-08-2023,en,0.128,neutral
609,government india rejoice burn chingphei kuki village pray president rule withdrawal equal protection law manipur police commando shout top voice free hand read wipe,119,08-08-2023,en,0.9118,positive
610,relief material include medicine distribute manipur jointly llyc mmab 11th july help student bengaluru medium coverage indian express dtd 1st aug,27,08-03-2023,en,0.7003,positive
611,question pm modi pm modi visit manipur till date pm modi day speak manipur pm modi sack cm manipur till date congress mp,377,08-08-2023,it,0.0,neutral
612,prashant bhushan catch spread fake news amid manipur unrest call dehraduni singer father manipuri kuki meiti detail opindiacom 202308prashant,347,08-08-2023,en,-0.4767,negative
613,meitei armed group forcefully turn masjid kwakta manipur fortify bunker police commando draw gunfight village pangal muslims muslim family leave village compound house yahya khan,198,08-08-2023,en,-0.0516,negative
614,modi shah nikkamma china funding aane desh sarkar modi shah kanoon phir nihayati nalle rok pa lanat sarkar pr,0,08-09-2023,id,0.0,neutral
615,manipur state force shoot kuki side muslims dominate village kwakta deliberate attempt drag muslims conflict government,13,08-07-2023,en,-0.7269,negative
616,kid man love question derek obrien indias favourite quiz master today kick suspend parliament question manipur honour,9,08-08-2023,fr,0.765,positive
618,manipur,0,08-09-2023,id,0.0,neutral
619,mosque kwakta area manipur turn bunker meitei militant,63,08-08-2023,id,0.0,neutral
620,emboldened encourage uplifted heartfelt gratitude mizo brother sister street july support statesponsore ethnic cleansing mete kukizo living manipur blood indeed thick water,944,25-07-2023,en,0.9153,positive
621,congress insult north east neglected region result formation large number militant organization present problem manipur result long congress misrule,301,08-08-2023,en,-0.8442,negative
622,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2440,08-08-2023,en,-0.7579,negative
623,chowkidar sit die demo farmer die farmer protest assam riots manipur riot delhi riot numerous die bcoz unplanne lockdown numerous attack sensitive army zone pathankot pulwama,1,08-09-2023,en,-0.9805,negative
624,fight hatred purpose defend united manipur peace,62,08-07-2023,en,-0.128,negative
625,scanner reveal produce drug manipur india flood street drug kill innocent life read swarajyamagcompoliticsrev,216,08-03-2023,en,-0.5106,negative
626,vice president india rajya sabha chairman bjp leader manipur issue discuss parliament vp country upset word manipur floor,3006,08-08-2023,en,-0.3818,negative
627,open secret bjp rid hindus manipur gift manipur kuki te farooq abdullah strategy rid hindus kashmir strategy bengal kerala rohingyasbangladeshis valuable vote bank,15,07-11-2023,et,0.7184,positive
628,supriya loudspeaker batavo etna chila gahi manipur chalo modi nikamma gahi,0,08-09-2023,sw,0.0,neutral
629,truth find mob hostel guard outnumber assam rifle rescue girl student manipur varsity manipur university student receive meitei friend allege insider complicit mob violence campus,298,08-07-2023,en,0.5719,positive
630,bulldoze tribal manipur doubt ethnic cleansing tribal colony forcefully illegally evict destroy house include church perceivable he s plan civil war tribal,279,08-08-2023,en,-0.872,negative
631,itlf manipur jklf hurriyat kashmir stop,66,08-08-2023,sq,-0.296,negative
632,extremely charge indeed shield kuki militant block manipur police job warrant fullfledge investigation court martial assam rifle answer chinkuki,175,08-08-2023,en,-0.4404,negative
633,florence lowe namta president share atrocity kukizo manipur india texas day count,31,08-08-2023,en,0.4019,positive
635,video poppy plantation assam riffle camp oroan top sajik tampak manipur location googlmapsdz 97uirb9aqsgqh4,101,08-08-2023,en,0.2023,neutral
636,vicious sectarian conflict grip small indian state manipur month ten thousand make homeless due clash live relief camp read tribalmurjphn,563,08-05-2023,en,-0.1779,negative
637,make cm manupur talk manipur cm sarma learn lesson make riot stop,0,08-09-2023,id,-0.7003,negative
638,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2441,08-08-2023,en,-0.7579,negative
639,mouth devil meitei manipur police accuse assam rifle neutral party militant india extremely offend baseless accusation man uniform play politic,447,08-05-2023,en,-0.7056,negative
640,manipur woman protest burial kill body morgue month empathy dead,200,08-03-2023,en,-0.9001,negative
641,pm urge uphold manipur integrity introduce nrc itlf leader meet shah press separate state demand source chronicle news service delhiimphal august day tribal leader meet union home minister amit shah delhi press,40,08-08-2023,en,0.2732,neutral
642,tribute service christians kill manipur state militia support bjp government,86,08-08-2023,en,-0.4588,negative
643,beauty manipur lie diversity unity force oppression violence tear,1102,08-08-2023,en,-0.0772,negative
644,mr ghandhi visit manipur advertisement purpose,0,08-09-2023,sq,0.0,neutral
645,meitei civilian carry automatic gun freely public place security show 2nd irb gun ammunition civilian loot,71,08-08-2023,en,0.128,neutral
646,bjp mps north east deny situation manipur congress deputy leader loksabha ji foul mouthed nishikant dubey allow mp north east speak,1902,08-08-2023,en,-0.128,negative
647,participate demonstration mp india alliance parliament condemn union bjp government fail protect innocent prevent violence heinous act woman manipur மணபபர பணகளகக எதரன வனமறச,1051,24-07-2023,en,-0.6908,negative
648,video assault bjp leader great noida viral social medium false claim thrash remark manipur violence truth attack local land dispute watch,1259,08-08-2023,en,-0.8074,negative
649,expose speak bless particular community speak religious place bunker wholly wrong fact meiteis respect holy place mayhem lead question securitysafety live,273,08-08-2023,en,0.296,neutral
650,indian freedom movement role kukis indian revolt indian history basic foundation indian freedom movement ethnic kuki warrior present manipur france portal fight british consecutive,1427,07-10-2023,en,0.7783,positive
651,manipur update kuki tribals terrorist kuki peoples alli pipedvideolivereqjsnjiopm,227,08-07-2023,et,-0.6908,negative
652,clueless uncomfortable manipur discuss parliament,120,08-08-2023,ca,-0.6249,negative
653,modi mute manipur,0,08-09-2023,ro,0.0,neutral
654,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2054,08-08-2023,en,-0.7579,negative
655,india party walk rajya sabha today rest day continued refusal modi government immediate discussion manipur basis mutually negotiate motion continue refusal leader,3352,08-08-2023,en,0.4019,positive
656,expose manipur disturb warfare strategy misuse mosque amidst violence multifacete nature manipur violence increasingly apparent shed light newly concoct strategy warfare meitei hindutva movement bring,176,08-08-2023,en,-0.9423,negative
657,sandip choudhary jana manipur sarkar usko fund bloody hypocrite,0,08-09-2023,en,-0.4404,negative
658,modi shah nikkamma china funding aane desh sarkar modi shah kanoon phir nihayati nalle rok pa lanat sarkar pr,0,08-09-2023,id,0.0,neutral
659,unflinche confidence indian government break back bone narcotic business manipur political militant foreign player alternate afghanistan face heat manipur grow economically,2786,08-08-2023,en,0.5106,positive
660,fake nationalism frame minority antinational happen muslimswith kukis truth arambam samarendra meitei launch unlf manipur nov founder president kalalung kamei naga thankhopao singsit kuki,106,08-08-2023,sv,-0.2023,negative
661,shocking democracy confidence motion speak issue abominable language minister parliament teach constitution want debate,98,08-08-2023,en,0.2263,neutral
662,confidence motion debate manipur awareness level average journalist,2390,08-08-2023,fr,0.5106,positive
663,kuki narcoterrorist plan carry violence ethnic cleansing meitei delusional kukiland talk irony kuki scum,0,08-09-2023,en,-0.6486,negative
664,fake nationalism frame minority antinational happen muslimswith kukis truth arambam samarendra meitei launch unlf manipur nov founder president kalalung kamei naga thankhopao singsit kuki,107,08-08-2023,id,-0.2023,negative
665,mizoram stand zokuki tribe manipur change year incident happen bjp govt suffer zokuki tribe manipur siffering पर,105,27-07-2023,en,-0.5423,negative
666,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2056,08-08-2023,en,-0.7579,negative
667,manipur state police meitei militant patrol valley meitei gift arm partisan state security risk country,652,08-08-2023,ro,0.4939,positive
668,nishi pappa mujhko bulaya pardeshi jhula jhulane xi jinping,0,08-08-2023,sw,0.0,neutral
670,live update prime minister visit manipur ask cong mp gaurav gogoi telegraphindiacomindialiv,17,08-08-2023,it,0.0,neutral
671,advance mind apprise mind manipur tragedy day,9,08-08-2023,en,-0.6597,negative
672,manipur woman victim instigator sexual violence thediplomatcom 202308inm foreigner immigrantsye ur article balance,0,08-09-2023,en,-0.7351,negative
673,vice president india rajya sabha chairman bjp leader manipur issue discuss parliament vp country upset word manipur floor,3008,08-08-2023,en,-0.3818,negative
674,appreciate mr pinaki misra reveal truth party meeting give condition manipur understand seriousness matter opposition party politic jai hind,1,08-09-2023,en,0.8519,positive
675,congress mp gaurav gogoi pm maun vrat speak parliament bring confidence motion break silence question visit manipur date day,1111,08-08-2023,fr,0.5106,positive
676,video expose manipur police commando meitei arm group sinister design pitch muslims kukizo masjid bunker kwata bisnupur district,455,08-08-2023,en,-0.6705,negative
677,file lady baseless accusation manipur police distribution arm consistently report biased standpoint align political agenda onset,9,08-08-2023,en,-0.4767,negative
678,hear loksabha talk manipur entire northeast connectivity development infra development social justice improve fold past year,148,08-08-2023,en,0.743,positive
679,bad part manipur fiasco meiteis r brave claim responsibility straight war stay calm violent killing cowardly act war,1287,06-11-2023,en,-0.9633,negative
